id,title,description,availability,condition,price,link,image_link,brand,item_group_id,size
flakeset-crystalseal,พื้นกันลื่นพร้อมกันซึมในตัว FlakeFloor เซทราคาประหยัดพร้อมชุดอุปกรณ์ CrystalSeal,"พื้นกันลื่นพร้อมกันซึมในตัว FlakeFloor เซทราคาประหยัดพร้อมชุดอุปกรณ์ — Marine Guard 1kg + CrystalSeal 1kg + ผง Flake 1kg + ชุดอุปกรณ์ ทำเองได้ 5 ตร.ม. ราคาพิเศษ 2,580 บาท ทำทับกระเบื้องห้องน้ำเดิมได้ ไม่ต้องรื้อ",in stock,new,1.00 THB,https://www.lucernapro.com/flakeset,https://www.lucernapro.com/img/feed/flakeset.jpg,LucernaPro,flakeset,CrystalSeal
flakeset-x,พื้นกันลื่นพร้อมกันซึมในตัว FlakeFloor เซทราคาประหยัดพร้อมชุดอุปกรณ์ ชุดอุปกรณ์,"พื้นกันลื่นพร้อมกันซึมในตัว FlakeFloor เซทราคาประหยัดพร้อมชุดอุปกรณ์ — Marine Guard 1kg + CrystalSeal 1kg + ผง Flake 1kg + ชุดอุปกรณ์ ทำเองได้ 5 ตร.ม. ราคาพิเศษ 2,580 บาท ทำทับกระเบื้องห้องน้ำเดิมได้ ไม่ต้องรื้อ",in stock,new,1.00 THB,https://www.lucernapro.com/flakeset,https://www.lucernapro.com/img/feed/flakeset.jpg,LucernaPro,flakeset,ชุดอุปกรณ์
flexgrip-200g,กาวบ้าพลัง FlexGrip ขวด 200 กรัม,FlexGrip กาวบ้าพลัง — กาวซ่อมรองเท้าที่ทดแทนการเย็บได้ ยืดหยุ่นตามการงอของพื้นรองเท้า แช่น้ำถาวรได้ ติดใต้น้ำยังได้ ติดได้แทบทุกพื้นผิว ไม่ต้องขัดผิวก่อน หลอด 200 กรัม 230 บาท แบบซองเริ่ม 50 บาท,in stock,new,230.00 THB,https://www.lucernapro.com/flexgrip,https://www.lucernapro.com/img/feed/flexgrip.jpg,LucernaPro,flexgrip,ขวด 200 กรัม
flexgrip-20ml,กาวบ้าพลัง FlexGrip ซอง 20 มล.,FlexGrip กาวบ้าพลัง — กาวซ่อมรองเท้าที่ทดแทนการเย็บได้ ยืดหยุ่นตามการงอของพื้นรองเท้า แช่น้ำถาวรได้ ติดใต้น้ำยังได้ ติดได้แทบทุกพื้นผิว ไม่ต้องขัดผิวก่อน หลอด 200 กรัม 230 บาท แบบซองเริ่ม 50 บาท,in stock,new,50.00 THB,https://www.lucernapro.com/flexgrip,https://www.lucernapro.com/img/feed/flexgrip.jpg,LucernaPro,flexgrip,ซอง 20 มล.
ghostshield-1kg,GhostShield 1 กก.,"GhostShield เคลือบใสระบบสองส่วนผสม 2:1 ให้ผิวเงาลึกเหมือนกระจก ขับลายไม้และลายปูนขัดมันโดยไม่บดบัง ผิวแข็ง เช็ดล้างง่าย ไม่อมฝุ่น ขนาด 1 กก. 660 บาท ถึง 5 กก. 2,030 บาท ทาได้ราว 5 ตร.ม. ต่อกิโลกรัม — และเราบอกตรงๆ ว่ามันเหลืองตัวเมื่อโดนแดด จึงเป็นของสำหรับงานภายในเท่านั้น",in stock,new,660.00 THB,https://www.lucernapro.com/ghostshield,https://www.lucernapro.com/img/feed/ghostshield.jpg,LucernaPro,ghostshield,1 กก.
ghostshield-2p5kg,GhostShield 2.5 กก.,"GhostShield เคลือบใสระบบสองส่วนผสม 2:1 ให้ผิวเงาลึกเหมือนกระจก ขับลายไม้และลายปูนขัดมันโดยไม่บดบัง ผิวแข็ง เช็ดล้างง่าย ไม่อมฝุ่น ขนาด 1 กก. 660 บาท ถึง 5 กก. 2,030 บาท ทาได้ราว 5 ตร.ม. ต่อกิโลกรัม — และเราบอกตรงๆ ว่ามันเหลืองตัวเมื่อโดนแดด จึงเป็นของสำหรับงานภายในเท่านั้น",in stock,new,1190.00 THB,https://www.lucernapro.com/ghostshield,https://www.lucernapro.com/img/feed/ghostshield.jpg,LucernaPro,ghostshield,2.5 กก.
ghostshield-5kg,GhostShield 5 กก.,"GhostShield เคลือบใสระบบสองส่วนผสม 2:1 ให้ผิวเงาลึกเหมือนกระจก ขับลายไม้และลายปูนขัดมันโดยไม่บดบัง ผิวแข็ง เช็ดล้างง่าย ไม่อมฝุ่น ขนาด 1 กก. 660 บาท ถึง 5 กก. 2,030 บาท ทาได้ราว 5 ตร.ม. ต่อกิโลกรัม — และเราบอกตรงๆ ว่ามันเหลืองตัวเมื่อโดนแดด จึงเป็นของสำหรับงานภายในเท่านั้น",in stock,new,2030.00 THB,https://www.lucernapro.com/ghostshield,https://www.lucernapro.com/img/feed/ghostshield.jpg,LucernaPro,ghostshield,5 กก.
glasscoating-100g,Glass Coating 100 g,Glass Coating น้ำยาเคลือบกระจกอาคาร Self-Cleaning ฟิล์ม Superhydrophilic น้ำแผ่เป็นแผ่นไม่เกาะหยด พาฝุ่นไหลลงตามน้ำฝน ใสจริงแสงผ่าน 92.7% แข็ง 6H สำหรับ Curtain Wall หลังคากระจก กระจกอาคารสูง — วัตถุดิบนำเข้าจาก Feibo ปรึกษาฟรีทางแชทเพจ,in stock,new,830.00 THB,https://www.lucernapro.com/glasscoating,https://www.lucernapro.com/img/feed/glasscoating.jpg,LucernaPro,glasscoating,100 g
glasscoating-500g,Glass Coating 500 g,Glass Coating น้ำยาเคลือบกระจกอาคาร Self-Cleaning ฟิล์ม Superhydrophilic น้ำแผ่เป็นแผ่นไม่เกาะหยด พาฝุ่นไหลลงตามน้ำฝน ใสจริงแสงผ่าน 92.7% แข็ง 6H สำหรับ Curtain Wall หลังคากระจก กระจกอาคารสูง — วัตถุดิบนำเข้าจาก Feibo ปรึกษาฟรีทางแชทเพจ,in stock,new,3590.00 THB,https://www.lucernapro.com/glasscoating,https://www.lucernapro.com/img/feed/glasscoating.jpg,LucernaPro,glasscoating,500 g
glasscoating-1kg,Glass Coating 1 kg,Glass Coating น้ำยาเคลือบกระจกอาคาร Self-Cleaning ฟิล์ม Superhydrophilic น้ำแผ่เป็นแผ่นไม่เกาะหยด พาฝุ่นไหลลงตามน้ำฝน ใสจริงแสงผ่าน 92.7% แข็ง 6H สำหรับ Curtain Wall หลังคากระจก กระจกอาคารสูง — วัตถุดิบนำเข้าจาก Feibo ปรึกษาฟรีทางแชทเพจ,in stock,new,6600.00 THB,https://www.lucernapro.com/glasscoating,https://www.lucernapro.com/img/feed/glasscoating.jpg,LucernaPro,glasscoating,1 kg
heatshield-4p5kg,HeatShield กันซึม + ลดความร้อน 4.5 kg,"HeatShield กันซึมพร้อมลดความร้อน สูตรน้ำ (waterbase) เนื้อฟิล์มอัดเม็ดเซรามิกกลวง สะท้อนคลื่นแดดกลับออกไป ค่า TSR เกิน 95% ทดสอบโดยสำนักวิจัย มจธ. ลดอุณหภูมิผิวหลังคาได้ 5°C ขึ้นไป กันซึมและลดร้อนจบในรอบเดียว ทาหนา 0.6 กก. ต่อ ตร.ม. เมื่อครบ 2 รอบ ทาได้ทั้งเมทัลชีท กระเบื้อง คอนกรีต กลิ่นไม่ฉุน VOC ต่ำกว่า 10 g/L เริ่มต้น 1,780 บาท",in stock,new,1780.00 THB,https://www.lucernapro.com/heatshield,https://www.lucernapro.com/img/feed/heatshield.jpg,LucernaPro,heatshield,4.5 kg
heatshield-18kg,HeatShield กันซึม + ลดความร้อน 18 kg,"HeatShield กันซึมพร้อมลดความร้อน สูตรน้ำ (waterbase) เนื้อฟิล์มอัดเม็ดเซรามิกกลวง สะท้อนคลื่นแดดกลับออกไป ค่า TSR เกิน 95% ทดสอบโดยสำนักวิจัย มจธ. ลดอุณหภูมิผิวหลังคาได้ 5°C ขึ้นไป กันซึมและลดร้อนจบในรอบเดียว ทาหนา 0.6 กก. ต่อ ตร.ม. เมื่อครบ 2 รอบ ทาได้ทั้งเมทัลชีท กระเบื้อง คอนกรีต กลิ่นไม่ฉุน VOC ต่ำกว่า 10 g/L เริ่มต้น 1,780 บาท",in stock,new,4320.00 THB,https://www.lucernapro.com/heatshield,https://www.lucernapro.com/img/feed/heatshield.jpg,LucernaPro,heatshield,18 kg
ironlock-1kg,IronLock 1 กก.,"IronLock สีกันสนิมสูตรน้ำ กลิ่นไม่ฉุน ล้างเครื่องมือด้วยน้ำ ยึดเกาะผิวโลหะที่สีทั่วไปเอาไม่อยู่ ทั้งสังกะสี เหล็กชุบกัลวาไนซ์ และเมทัลชีท ทาได้เลยไม่ต้องลงรองพื้น เหมาะกับรางน้ำฝนและงานโครงสร้างเหล็ก ใช้เม็ดสีกันสนิมเกรดพรีเมียมจากแบรนด์อเมริกัน มี 3 สี ขนาด 1 กก. 470 บาท และ 4.5 กก. 1,550 บาท พร้อมอธิบายตรงๆ ว่าทำไมทาทับสนิมแล้วไม่รอด และมีสนิมแล้วต้องทำยังไง",in stock,new,470.00 THB,https://www.lucernapro.com/ironlock,https://www.lucernapro.com/img/feed/ironlock.jpg,LucernaPro,ironlock,1 กก.
ironlock-4p5kg,IronLock 4.5 กก.,"IronLock สีกันสนิมสูตรน้ำ กลิ่นไม่ฉุน ล้างเครื่องมือด้วยน้ำ ยึดเกาะผิวโลหะที่สีทั่วไปเอาไม่อยู่ ทั้งสังกะสี เหล็กชุบกัลวาไนซ์ และเมทัลชีท ทาได้เลยไม่ต้องลงรองพื้น เหมาะกับรางน้ำฝนและงานโครงสร้างเหล็ก ใช้เม็ดสีกันสนิมเกรดพรีเมียมจากแบรนด์อเมริกัน มี 3 สี ขนาด 1 กก. 470 บาท และ 4.5 กก. 1,550 บาท พร้อมอธิบายตรงๆ ว่าทำไมทาทับสนิมแล้วไม่รอด และมีสนิมแล้วต้องทำยังไง",in stock,new,1550.00 THB,https://www.lucernapro.com/ironlock,https://www.lucernapro.com/img/feed/ironlock.jpg,LucernaPro,ironlock,4.5 กก.
levelpro-1kg,LevelPro 1 กก.,"LevelPro น้ำยาเรซินสองส่วนผสม 2:1 สำหรับซ่อมพื้นเป็นหลุมเป็นบ่อ ผสมกับทรายละเอียดทั่วไปหน้างานได้เลย น้ำยา 1 กก. ใช้ทรายได้ 1.5–2.5 กก. แข็งแรงกว่าปูนที่ความหนาเท่ากัน เดินได้ใน 4–6 ชั่วโมง ขนาด 1 กก. 950 บาท · 2.5 กก. 2,150 บาท · 5 กก. 3,480 บาท พร้อมบอกตรงๆ ว่ามันไม่ใช่ของสำหรับปูทั้งพื้น",in stock,new,950.00 THB,https://www.lucernapro.com/levelpro,https://www.lucernapro.com/img/feed/levelpro.jpg,LucernaPro,levelpro,1 กก.
levelpro-2p5kg,LevelPro 2.5 กก.,"LevelPro น้ำยาเรซินสองส่วนผสม 2:1 สำหรับซ่อมพื้นเป็นหลุมเป็นบ่อ ผสมกับทรายละเอียดทั่วไปหน้างานได้เลย น้ำยา 1 กก. ใช้ทรายได้ 1.5–2.5 กก. แข็งแรงกว่าปูนที่ความหนาเท่ากัน เดินได้ใน 4–6 ชั่วโมง ขนาด 1 กก. 950 บาท · 2.5 กก. 2,150 บาท · 5 กก. 3,480 บาท พร้อมบอกตรงๆ ว่ามันไม่ใช่ของสำหรับปูทั้งพื้น",in stock,new,2150.00 THB,https://www.lucernapro.com/levelpro,https://www.lucernapro.com/img/feed/levelpro.jpg,LucernaPro,levelpro,2.5 กก.
levelpro-5kg,LevelPro 5 กก.,"LevelPro น้ำยาเรซินสองส่วนผสม 2:1 สำหรับซ่อมพื้นเป็นหลุมเป็นบ่อ ผสมกับทรายละเอียดทั่วไปหน้างานได้เลย น้ำยา 1 กก. ใช้ทรายได้ 1.5–2.5 กก. แข็งแรงกว่าปูนที่ความหนาเท่ากัน เดินได้ใน 4–6 ชั่วโมง ขนาด 1 กก. 950 บาท · 2.5 กก. 2,150 บาท · 5 กก. 3,480 บาท พร้อมบอกตรงๆ ว่ามันไม่ใช่ของสำหรับปูทั้งพื้น",in stock,new,3480.00 THB,https://www.lucernapro.com/levelpro,https://www.lucernapro.com/img/feed/levelpro.jpg,LucernaPro,levelpro,5 กก.
marineguard-1kg,Marine Guard เคลือบปกป้อง 1 kg,Marine Guard — น้ำยาเคลือบปกป้องสองส่วนผสมสายงานหนัก เกิดจากงานทะเล เคลือบได้ทั้งเหล็ก ไม้ และปูน ผิวเงาแข็งแรงขึ้นทันตา Polymer 100% solids ระบบบ่มจาก Huntsman เกาะได้แม้ปูนหมาด ใช้เป็นรองพื้นกันชื้น (Moisture Barrier) ก่อนสีพื้นได้ เริ่มต้น 830 บาท ปรึกษาฟรีทางแชทเพจ,in stock,new,830.00 THB,https://www.lucernapro.com/marineguard,https://www.lucernapro.com/img/feed/marineguard.jpg,LucernaPro,marineguard,1 kg
marineguard-2p5kg,Marine Guard เคลือบปกป้อง 2.5 kg,Marine Guard — น้ำยาเคลือบปกป้องสองส่วนผสมสายงานหนัก เกิดจากงานทะเล เคลือบได้ทั้งเหล็ก ไม้ และปูน ผิวเงาแข็งแรงขึ้นทันตา Polymer 100% solids ระบบบ่มจาก Huntsman เกาะได้แม้ปูนหมาด ใช้เป็นรองพื้นกันชื้น (Moisture Barrier) ก่อนสีพื้นได้ เริ่มต้น 830 บาท ปรึกษาฟรีทางแชทเพจ,in stock,new,1790.00 THB,https://www.lucernapro.com/marineguard,https://www.lucernapro.com/img/feed/marineguard.jpg,LucernaPro,marineguard,2.5 kg
marineguard-5kg,Marine Guard เคลือบปกป้อง 5 kg,Marine Guard — น้ำยาเคลือบปกป้องสองส่วนผสมสายงานหนัก เกิดจากงานทะเล เคลือบได้ทั้งเหล็ก ไม้ และปูน ผิวเงาแข็งแรงขึ้นทันตา Polymer 100% solids ระบบบ่มจาก Huntsman เกาะได้แม้ปูนหมาด ใช้เป็นรองพื้นกันชื้น (Moisture Barrier) ก่อนสีพื้นได้ เริ่มต้น 830 บาท ปรึกษาฟรีทางแชทเพจ,in stock,new,3230.00 THB,https://www.lucernapro.com/marineguard,https://www.lucernapro.com/img/feed/marineguard.jpg,LucernaPro,marineguard,5 kg
masterseal-100g,Master Seal หัวเชื้อกันซึม 100 กรัม,Master Seal คือผงหัวเชื้อกันซึมชนิด Hydrophobic จาก Switzerland ผสมลงในปูนซีเมนต์ ปูนฉาบ หรือปูนยาแนวตอนกวน แล้วปูนถุงนั้นกันน้ำได้ทั้งเนื้อ น้ำกลิ้งไม่ถูกดูดเข้ารูพรุน คราบดำและตะไคร่เกาะยากขึ้น อัตราผสมปูนซีเมนต์ 0.2–0.5% ปูนยาแนว 2% ไม่หน่วงการก่อตัว ไม่ลดกำลังอัด เริ่มต้น 230 บาท ปรึกษาหน้างานฟรีทางแชทเพจ,in stock,new,230.00 THB,https://www.lucernapro.com/masterseal,https://www.lucernapro.com/img/feed/masterseal.jpg,LucernaPro,masterseal,100 กรัม
masterseal-400g,Master Seal หัวเชื้อกันซึม 400 กรัม,Master Seal คือผงหัวเชื้อกันซึมชนิด Hydrophobic จาก Switzerland ผสมลงในปูนซีเมนต์ ปูนฉาบ หรือปูนยาแนวตอนกวน แล้วปูนถุงนั้นกันน้ำได้ทั้งเนื้อ น้ำกลิ้งไม่ถูกดูดเข้ารูพรุน คราบดำและตะไคร่เกาะยากขึ้น อัตราผสมปูนซีเมนต์ 0.2–0.5% ปูนยาแนว 2% ไม่หน่วงการก่อตัว ไม่ลดกำลังอัด เริ่มต้น 230 บาท ปรึกษาหน้างานฟรีทางแชทเพจ,in stock,new,590.00 THB,https://www.lucernapro.com/masterseal,https://www.lucernapro.com/img/feed/masterseal.jpg,LucernaPro,masterseal,400 กรัม
masterseal-800g,Master Seal หัวเชื้อกันซึม 800 กรัม,Master Seal คือผงหัวเชื้อกันซึมชนิด Hydrophobic จาก Switzerland ผสมลงในปูนซีเมนต์ ปูนฉาบ หรือปูนยาแนวตอนกวน แล้วปูนถุงนั้นกันน้ำได้ทั้งเนื้อ น้ำกลิ้งไม่ถูกดูดเข้ารูพรุน คราบดำและตะไคร่เกาะยากขึ้น อัตราผสมปูนซีเมนต์ 0.2–0.5% ปูนยาแนว 2% ไม่หน่วงการก่อตัว ไม่ลดกำลังอัด เริ่มต้น 230 บาท ปรึกษาหน้างานฟรีทางแชทเพจ,in stock,new,1070.00 THB,https://www.lucernapro.com/masterseal,https://www.lucernapro.com/img/feed/masterseal.jpg,LucernaPro,masterseal,800 กรัม
metalcoating-100g,Metal Coating 100 g,Metal Coating น้ำยาเคลือบโลหะสาย Hydrophobic ฟิล์มใสแข็ง 4H มุมสัมผัสน้ำ ≥110° ชะลอสนิม คราบน้ำกระด้างและรอยนิ้วมือเช็ดออกง่าย ทนกรดด่างและน้ำมัน เลือกผิวด้านหรือเงา กลิ่นน้อยมาก สำหรับก๊อก ฝักบัว ราวสแตนเลส ผิวนอกปืน มีด เครื่องมือ วัตถุดิบนำเข้าจาก Feibo,in stock,new,1290.00 THB,https://www.lucernapro.com/metalcoating,https://www.lucernapro.com/img/feed/metalcoating.jpg,LucernaPro,metalcoating,100 g
modernfiberglass-0p5kg,Modern Fiberglass ชุดซ่อมไฟเบอร์กลาส Starter 0.5 kg,Modern Fiberglass — ชุดซ่อมไฟเบอร์กลาส น้ำยา Advanced Polymer ส่วนผสมเดียว + ผ้าใยแก้ว Woven ไม่ต้องผสมฮาร์ดเดนเนอร์ ไร้กลิ่น ยึดเกาะพลาสติก ไฟเบอร์ คอนกรีต กระเบื้องเคลือบ เหนียวยืดหยุ่นไม่เปราะแตก เริ่มต้น 490 บาท,in stock,new,490.00 THB,https://www.lucernapro.com/modernfiberglass,https://www.lucernapro.com/img/feed/modernfiberglass.jpg,LucernaPro,modernfiberglass,Starter 0.5 kg
modernfiberglass-1kg,Modern Fiberglass ชุดซ่อมไฟเบอร์กลาส Standard 1 kg,Modern Fiberglass — ชุดซ่อมไฟเบอร์กลาส น้ำยา Advanced Polymer ส่วนผสมเดียว + ผ้าใยแก้ว Woven ไม่ต้องผสมฮาร์ดเดนเนอร์ ไร้กลิ่น ยึดเกาะพลาสติก ไฟเบอร์ คอนกรีต กระเบื้องเคลือบ เหนียวยืดหยุ่นไม่เปราะแตก เริ่มต้น 490 บาท,in stock,new,790.00 THB,https://www.lucernapro.com/modernfiberglass,https://www.lucernapro.com/img/feed/modernfiberglass.jpg,LucernaPro,modernfiberglass,Standard 1 kg
nanoceramic-30ml,Nano Ceramic 30 มล.,Nano Ceramic คือเคลือบสีรถระดับมืออาชีพที่ใช้งานได้ไม่ยาก เนื้อ Nano-Silica ผสานโพลิเมอร์แรงยึดสูง เพิ่มความเงางามชัดเจน คราบน้ำเกาะยาก ติดทนไม่ต่ำกว่า 6 เดือน ขวดเดียวเคลือบได้ 1 คัน,in stock,new,490.00 THB,https://www.lucernapro.com/nanoceramic,https://www.lucernapro.com/img/feed/nanoceramic.jpg,LucernaPro,nanoceramic,30 มล.
offshore-1kg,OffShore 1 กก.,OffShore น้ำยาเคลือบไม้สูตรน้ำ ส่วนผสมเดียว เปิดฝาทาได้ทันที ไม่ต้องผสม ฟิล์มยึดเกาะสูง ยืดหยุ่น ไม่แตกไม่ลอก ไม่เหลือง คงลายไม้เดิม ไร้กลิ่นฉุน ทำในบ้านได้ 1 กก. 390 บาท ทาได้ราว 5 ตร.ม. ครบ 2 รอบ — และเราบอกตรงๆ ว่าเนื้อ PUD ชนิด aliphatic ใช้ได้ทั้งในและนอกอาคาร ไม่เหลืองแม้โดนแดด ยิ่งทาหนายิ่งทน ฟิล์มผ่านทดสอบแช่น้ำ 7 วัน แต่ไม่แนะนำงานใต้น้ำเพราะไม้บวม,in stock,new,390.00 THB,https://www.lucernapro.com/offshore,https://www.lucernapro.com/img/feed/offshore.jpg,LucernaPro,offshore,1 กก.
offshore-2p5kg,OffShore 2.5 กก.,OffShore น้ำยาเคลือบไม้สูตรน้ำ ส่วนผสมเดียว เปิดฝาทาได้ทันที ไม่ต้องผสม ฟิล์มยึดเกาะสูง ยืดหยุ่น ไม่แตกไม่ลอก ไม่เหลือง คงลายไม้เดิม ไร้กลิ่นฉุน ทำในบ้านได้ 1 กก. 390 บาท ทาได้ราว 5 ตร.ม. ครบ 2 รอบ — และเราบอกตรงๆ ว่าเนื้อ PUD ชนิด aliphatic ใช้ได้ทั้งในและนอกอาคาร ไม่เหลืองแม้โดนแดด ยิ่งทาหนายิ่งทน ฟิล์มผ่านทดสอบแช่น้ำ 7 วัน แต่ไม่แนะนำงานใต้น้ำเพราะไม้บวม,in stock,new,890.00 THB,https://www.lucernapro.com/offshore,https://www.lucernapro.com/img/feed/offshore.jpg,LucernaPro,offshore,2.5 กก.
offshore-5kg,OffShore 5 กก.,OffShore น้ำยาเคลือบไม้สูตรน้ำ ส่วนผสมเดียว เปิดฝาทาได้ทันที ไม่ต้องผสม ฟิล์มยึดเกาะสูง ยืดหยุ่น ไม่แตกไม่ลอก ไม่เหลือง คงลายไม้เดิม ไร้กลิ่นฉุน ทำในบ้านได้ 1 กก. 390 บาท ทาได้ราว 5 ตร.ม. ครบ 2 รอบ — และเราบอกตรงๆ ว่าเนื้อ PUD ชนิด aliphatic ใช้ได้ทั้งในและนอกอาคาร ไม่เหลืองแม้โดนแดด ยิ่งทาหนายิ่งทน ฟิล์มผ่านทดสอบแช่น้ำ 7 วัน แต่ไม่แนะนำงานใต้น้ำเพราะไม้บวม,in stock,new,1490.00 THB,https://www.lucernapro.com/offshore,https://www.lucernapro.com/img/feed/offshore.jpg,LucernaPro,offshore,5 กก.
paintcoating-100g,Paint Coating 100 g,Paint Coating น้ำยาเคลือบผิวสี Self-Cleaning ฟิล์มใส Superhydrophilic + Anti-Static + Photocatalytic สำหรับแผงอะลูมิเนียมคอมโพสิต เมทัลชีท เหล็กพ่นสี ป้ายและหลังคาปั๊ม ตัวถังรถไฟ-รถบัส — ฝนล้างไม่ทิ้งคราบเป็นทาง แดดช่วยย่อยคราบน้ำมัน วัตถุดิบนำเข้าจาก Feibo ปรึกษาฟรีทางแชทเพจ,in stock,new,830.00 THB,https://www.lucernapro.com/paintcoating,https://www.lucernapro.com/img/feed/paintcoating.jpg,LucernaPro,paintcoating,100 g
paintcoating-500g,Paint Coating 500 g,Paint Coating น้ำยาเคลือบผิวสี Self-Cleaning ฟิล์มใส Superhydrophilic + Anti-Static + Photocatalytic สำหรับแผงอะลูมิเนียมคอมโพสิต เมทัลชีท เหล็กพ่นสี ป้ายและหลังคาปั๊ม ตัวถังรถไฟ-รถบัส — ฝนล้างไม่ทิ้งคราบเป็นทาง แดดช่วยย่อยคราบน้ำมัน วัตถุดิบนำเข้าจาก Feibo ปรึกษาฟรีทางแชทเพจ,in stock,new,3590.00 THB,https://www.lucernapro.com/paintcoating,https://www.lucernapro.com/img/feed/paintcoating.jpg,LucernaPro,paintcoating,500 g
paintcoating-1kg,Paint Coating 1 kg,Paint Coating น้ำยาเคลือบผิวสี Self-Cleaning ฟิล์มใส Superhydrophilic + Anti-Static + Photocatalytic สำหรับแผงอะลูมิเนียมคอมโพสิต เมทัลชีท เหล็กพ่นสี ป้ายและหลังคาปั๊ม ตัวถังรถไฟ-รถบัส — ฝนล้างไม่ทิ้งคราบเป็นทาง แดดช่วยย่อยคราบน้ำมัน วัตถุดิบนำเข้าจาก Feibo ปรึกษาฟรีทางแชทเพจ,in stock,new,6600.00 THB,https://www.lucernapro.com/paintcoating,https://www.lucernapro.com/img/feed/paintcoating.jpg,LucernaPro,paintcoating,1 kg
patchpro-1kg,PatchPro 1 กก.,PatchPro เนื้อโป๊ว Polymer Modified สองส่วนผสม ผสม 1:1 ออกแบบมาเพื่อซ่อมรอยแตกร้าวของพื้นปูนโดยเฉพาะ ใช้ก่อนทาสีพื้นหรือลงกันซึม โดยเฉพาะงานดาดฟ้า แข็งแรงสูง ซ่อมแล้วไม่ร้าวซ้ำง่ายๆ ขนาด 1 กก. 360 บาท · 2 กก. 520 บาท พร้อมบอกตรงๆ ว่ามันแข็ง ไม่ยืดหยุ่น และขัดแต่งยากมาก,in stock,new,360.00 THB,https://www.lucernapro.com/patchpro,https://www.lucernapro.com/img/feed/patchpro.jpg,LucernaPro,patchpro,1 กก.
patchpro-2kg,PatchPro 2 กก.,PatchPro เนื้อโป๊ว Polymer Modified สองส่วนผสม ผสม 1:1 ออกแบบมาเพื่อซ่อมรอยแตกร้าวของพื้นปูนโดยเฉพาะ ใช้ก่อนทาสีพื้นหรือลงกันซึม โดยเฉพาะงานดาดฟ้า แข็งแรงสูง ซ่อมแล้วไม่ร้าวซ้ำง่ายๆ ขนาด 1 กก. 360 บาท · 2 กก. 520 บาท พร้อมบอกตรงๆ ว่ามันแข็ง ไม่ยืดหยุ่น และขัดแต่งยากมาก,in stock,new,520.00 THB,https://www.lucernapro.com/patchpro,https://www.lucernapro.com/img/feed/patchpro.jpg,LucernaPro,patchpro,2 กก.
plastibright-30ml,PlastiBright คืนพลาสติกซีด 30 ml,PlastiBright — น้ำยาคืนสภาพพลาสติกภายนอกรถ ระบบเซรามิค Silicon Dioxide ซึมลึกตกผลึกในเนื้อพลาสติก ไม่ใช่ซิลิโคนเคลือบเงาชั่วคราว ทนน้ำ อยู่นาน 3–6 เดือน ขวด 30ml ทาได้ทั้งคัน ราคา 230 บาท,in stock,new,230.00 THB,https://www.lucernapro.com/plastibright,https://www.lucernapro.com/img/feed/plastibright.jpg,LucernaPro,plastibright,30 ml
pmma-1kg,PMMA กันซึมและซ่อมพื้น 1 kg,"PMMA กันซึมและซ่อมพื้นระดับ Heavy Duty — ฟิล์มไร้รอยต่อจากเคมี MMA แข็งแรงระดับกันซึมสะพานคอนกรีตที่รถวิ่งได้ เข้าใช้พื้นที่ได้ในราว 30 นาที อายุงานไม่ต่ำกว่า 15 ปี ระบบสองส่วนผสม น้ำยา 100 ต่อผง hardener 2% เริ่มต้น 1,070 บาท มีราคาพิเศษสำหรับผู้รับเหมา ปรึกษาหน้างานฟรีทางแชทเพจ",in stock,new,1070.00 THB,https://www.lucernapro.com/pmma,https://www.lucernapro.com/img/feed/pmma.jpg,LucernaPro,pmma,1 kg
pmma-5kg,PMMA กันซึมและซ่อมพื้น 5 kg,"PMMA กันซึมและซ่อมพื้นระดับ Heavy Duty — ฟิล์มไร้รอยต่อจากเคมี MMA แข็งแรงระดับกันซึมสะพานคอนกรีตที่รถวิ่งได้ เข้าใช้พื้นที่ได้ในราว 30 นาที อายุงานไม่ต่ำกว่า 15 ปี ระบบสองส่วนผสม น้ำยา 100 ต่อผง hardener 2% เริ่มต้น 1,070 บาท มีราคาพิเศษสำหรับผู้รับเหมา ปรึกษาหน้างานฟรีทางแชทเพจ",in stock,new,3590.00 THB,https://www.lucernapro.com/pmma,https://www.lucernapro.com/img/feed/pmma.jpg,LucernaPro,pmma,5 kg
pmma-15kg,PMMA กันซึมและซ่อมพื้น 15 kg,"PMMA กันซึมและซ่อมพื้นระดับ Heavy Duty — ฟิล์มไร้รอยต่อจากเคมี MMA แข็งแรงระดับกันซึมสะพานคอนกรีตที่รถวิ่งได้ เข้าใช้พื้นที่ได้ในราว 30 นาที อายุงานไม่ต่ำกว่า 15 ปี ระบบสองส่วนผสม น้ำยา 100 ต่อผง hardener 2% เริ่มต้น 1,070 บาท มีราคาพิเศษสำหรับผู้รับเหมา ปรึกษาหน้างานฟรีทางแชทเพจ",in stock,new,7800.00 THB,https://www.lucernapro.com/pmma,https://www.lucernapro.com/img/feed/pmma.jpg,LucernaPro,pmma,15 kg
